1462940220,Lying,72,32.48
1462940221,Lying,87,32.48
1462940222,Lying,93,32.48
1462940223,Lying,77,32.48
1462940224,Lying,91,32.48
1462940225,Lying,98,32.48
1462940226,Lying,75,32.48
1462940227,Lying,100,32.48
1462940238,Lying,82,32.48
1462940239,Lying,76,32.48
1462940240,Lying,73,32.48
1462940241,Lying,88,32.48
1462940242,Lying,88,32.48
1462940243,Lying,79,32.48
1462940244,Lying,98,32.48
1462940245,Lying,101,32.48
1462940246,Lying,80,32.48
1462940247,Lying,87,32.48
1462940248,Lying,81,32.48
1462940249,Lying,100,32.48
1462940262,Lying,83,32.48
1462940263,Lying,85,32.48
1462940264,Lying,98,32.48
1462940265,Lying,90,32.48
1462940266,Lying,97,32.48
1462940267,Lying,76,32.48
1462940268,Lying,97,32.48
1462940269,Lying,75,32.48
1462940270,Lying,72,32.48
1462940289,Lying,97,32.48
